placement,lat,lng,altitude,speed,rpm,payload,accelleration,odometer,fuelRate,totalFuel,accelerator,brakePressure,brakeSwitch,parkingSwitch,gear,distanceTraveled,fuelConsumed,travelTime,emission,speedLimit,timestamp,brake,fuelConsumed_noRound
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': 5.87897e-05, 'y': -0.000141367549, 'z': -7.599653e-05}",10.050148,0.0,957.4374,0,867,0,1,0,0.0,0.0,1,0.0,60,38041,0,0.0
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -0.000101897458, 'y': -0.00041764605, 'z': -9.038775e-05}",10.050149,1.44,957.437,0,867,0,1,0,0.0,0.0,2,0.001,60,38042,0,0.0004000000000132786
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -0.000282576482, 'y': -0.0009884433, 'z': 3.70189446e-05}",10.050149,2.52,957.4363,0,867,0,1,0,0.0,0.001,3,0.003,60,38043,0,0.001100000000064938
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -0.000143332814, 'y': -0.0009153945, 'z': 7.862613e-05}",10.050149,2.16,957.4357,0,867,0,1,0,0.0,0.002,4,0.005,60,38044,0,0.0017000000000280124
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -4.07970947e-05, 'y': -0.000930236536, 'z': 3.29937066e-05}",10.050149,1.8,957.4352,0,867,0,1,0,0.0,0.002,5,0.006,60,38045,0,0.002200000000016189
"{'x': -842.838623046875, 'y': 442.9047546386719, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -0.000135692375, 'y': 0.003512931, 'z': 0.000315880548}",10.050149,2.16,957.4346,0,867,0,1,0,0.0,0.003,6,0.007,60,38046,0,0.0027999999999792635
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -9.1382e-05, 'y': -0.0008348361, 'z': -9.749754e-05}",10.050149,2.16,957.434,0,867,0,1,0,0.0,0.003,7,0.009,60,38047,0,0.003400000000056025
"{'x': -842.838623046875, 'y': 442.90478515625, 'z': -21568.145393371582, 'heading': 0.537652850151062, 'pitch': -0.0018061675364151597, 'roll': -9.626771498005837e-05}",49.39547967367441,7.5884848880753655,442.9,-0.0,500,24.514,"{'x': -0.000176707254, 'y': -0.000879988365, 'z': 1.43435591e-05}",10.05015,1.8,957.4335,0,867,0,1,0,0.0,0.004,8,0.01,60,38048,0,0.0039000000000442014
"{'x': -842.8382568359375, 'y': 442.90478515625, 'z': -21568.14340209961, 'heading': 0.5376526713371277, 'pitch': -0.0018085201736539602, 'roll': -0.00010757547715911642}",49.39547965578659,7.588484893110171,442.9,0.0,500,24.514,"{'x': 0.0033880393, 'y': 0.00113630854, 'z': -0.0386791453}",10.0501518,2.16,957.4329,0,796,0,0,0,0.0,0.005,9,0.012,60,38049,0,0.004500000000007276
"{'x': -842.7734375, 'y': 442.90411376953125, 'z': -21567.87847518921, 'heading': 0.5376824736595154, 'pitch': -0.001398936496116221, 'roll': -8.716079901205376e-05}",49.395477275918545,7.588485784270653,442.9,1.8,493,24.514,"{'x': -0.00220742146, 'y': -0.002916042, 'z': -0.6374132}",10.0504026,7.56,957.4308,33,798,0,0,1,0.5,0.007,10,0.018,60,38050,0,0.006600000000048567
"{'x': -842.5663452148438, 'y': 442.89544677734375, 'z': -21567.02586746216, 'heading': 0.5377131700515747, 'pitch': -0.0012465474428609014, 'roll': -5.282012716634199e-05}",49.395469616848054,7.588488631452874,442.9,4.2,882,24.514,"{'x': 0.05182727, 'y': -0.00856250152, 'z': -0.668737}",10.05125,10.08,957.428,31,799,0,0,1,1.67,0.009,11,0.025,60,38051,0,0.00940000000002783
"{'x': -842.0208435058594, 'y': 442.8746337890625, 'z': -21564.74242401123, 'heading': 0.537568211555481, 'pitch': -0.0010242247954010963, 'roll': -5.448973024613224e-05}",49.39544910442036,7.588496131214469,442.9,6.9,1411,24.514,"{'x': -0.03080723, 'y': -0.0009848715, 'z': -0.3657643}",10.0535669,23.04,957.4216,30,803,0,0,1,3.59,0.016,12,0.042,60,38052,0,0.015800000000012915
"{'x': -841.2613220214844, 'y': 442.8569030761719, 'z': -21561.728229522705, 'heading': 0.5390415191650391, 'pitch': -0.0006628698320128024, 'roll': -2.629622758831829e-05}",49.39542202757443,7.588506573400012,442.9,8.0,1083,24.514,"{'x': -0.004090753, 'y': -0.0005635646, 'z': -0.06409527}",10.0566645,12.6,957.4181,0,807,0,0,3,5.81,0.019,13,0.052,60,38053,0,0.019300000000043838
"{'x': -840.6866760253906, 'y': 442.85369873046875, 'z': -21559.53835296631, 'heading': 0.540339469909668, 'pitch': 1.1876939424837474e-05, 'roll': -4.082935265614651e-05}",49.39540235566861,7.5885144738481705,442.9,8.5,1031,24.514,"{'x': 0.00244809454, 'y': -0.0133670662, 'z': -0.309746832}",10.0589209,11.16,957.415,29,809,0,0,3,8.17,0.022,14,0.06,60,38054,0,0.022400000000061482
